aptleasefinders,Be careful houston Hurricane Harvey is coming and is a Category 3. Check out our feed for tips… https://t.co/b5m9yfqgWY,58,Willowbrook,0825,13,,0
JasonO27,@JasonO27  #flexfriday featuring  maceytoney  @VDC_DeathSquad @rawgymtexas  #girlswithmuscle… https://t.co/NZKO7Ph5kT,1,Fourth Ward,0825,13,,0
tmj_hou_nursing,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/XSxdaMBjfk #NursingAssistant #Hiring",25,Memorial,0825,13,,0
tmj_hou_it,"Join the Kelly Services team! See our latest #job opening here: https://t.co/7KTJOfjpuk #KellyJobs #KellyServices #IT #Houston, TX #Hiring",10,Spring Branch East,0825,13,,0
tmj_hou_transp,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/WxjWaeFsLi #Transportation #Hiring #CareerArc",30,Downtown,0825,13,,0
tmj_hou_health,"We're #hiring! Click to apply: EKG Tech II - Arrhythmia Center(Days)PRN - https://t.co/uKqFEhdmgZ #Healthcare #Houston, TX #Job #Jobs",52,Medical Center Area,0825,13,,0
CocoBunny78,"I'm at Eden Nails & Spa in Houston, TX https://t.co/wBZ97I0mlt",30,Downtown,0825,13,,0
HouJobs,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/wJMffMFdyz #Physician #Hiring #CareerArc",6,Washington Avenue Coalition / Memorial Park,0825,13,,0
CocoBunny78,"I'm at @Walmart in Houston, TX https://t.co/OmstM0IdKA",88,Neartown - Montrose,0825,13,,0
aakanji2,Today marks 1 year since my last chemo.. I'm so thankful for my family and friends that had my… https://t.co/bwCWE1PwrV,79,Lawndale / Wayside,0825,13,family,1
ryandybala,First beer of the hurricane party - Drinking a Pub Crawl by @saintarnold @ Jinya Ramen Bar  — https://t.co/hKoutrgCbe,79,Lawndale / Wayside,0825,13,beer,1
tmj_HOU_adm,"Join the The Jupiter Group team! See our latest #job opening here: https://t.co/WKHbp4bAWy #IT #Houston, TX #Hiring #CareerArc",21,Greenway / Upper Kirby Area,0825,13,,0
kidstylez,@85cbakerycafe Spring Branch Grand opening. #eggtart half dozen and 10 cent iced coffee. 👍… https://t.co/ryYIBrB3Fh,30,Downtown,0825,13,,0
tmj_hou_edu,We're #hiring! Read about our latest #job opening here: Teaching Assistant - 10 M (Special Education) - https://t.co/U2PMdINQdJ #Education,30,Downtown,0825,13,,0
khobretti,Tonight's benefit show has been postponed due to Hurricane Harvey.  Go listen to the playlist… https://t.co/U5RpmCFWRq,30,Downtown,0825,13,,0
tmj_hou_sales,"See our latest #Houston, TX #job and click to apply: Account Manager (Drilling Services) - Houston, TX - https://t.co/6TNM1kmThI #Sales",5,Eldridge / West Oaks,0825,13,,0
tmj_hou_health,"Want to work in #Houston, TX? View our latest opening: https://t.co/gk2cKdaf8N #Healthcare #Job #Jobs #Hiring #CareerArc",75,Astrodome Area,0825,13,,0
BCMHoustonJobs,"Can you recommend anyone for this #job? Postdoctoral Fellow - https://t.co/zIw0Gb3VxI #Physician #Houston, TX #Hiring",21,Greenway / Upper Kirby Area,0825,13,,0
tmj_hou_eng,"This #job might be a great fit for you: Project Manager - EPC Oil & Gas Projects - https://t.co/WndeZXsGCg #Engineering #Houston, TX",30,Downtown,0825,13,gas oil,2
betito84,Seems like a contradiction no? @ China Doll Restaurant https://t.co/K66dxo7pZe,10,Spring Branch East,0825,13,restaurant,1
Valeria_Laverde,You've become such a close human to me in such a short time & It's the best thing that could've… https://t.co/SXZi0DSp0l,88,Neartown - Montrose,0825,13,,0
tmj_hou_cosmo,"We're #hiring! Read about our latest #job opening here: Arch Expert - https://t.co/JwJ8otDmFf #Cosmetology #Spring, TX",2,Greater Uptown,0825,13,,0
tmj_hou_hr,"This #job might be a great fit for you: Strategic Human Resource Business Advisor CP - https://t.co/xTpVVm3swL #HR #Houston, TX #Hiring",2,Greater Uptown,0825,13,,0
tmj_hou_cstsrv,"Want to work at Starbucks? We're #hiring in #Houston, TX! Click for details: https://t.co/VonwIxjv7f #CustomerService #Veterans #Job #Jobs",30,Downtown,0825,13,,0
dirtyknowsnasty,"Greetings all! #Harvey is coming, so get somewhere safe! If you are still on the road, be… https://t.co/t6vnoMgFPD",30,Downtown,0825,13,safe,1
tmj_hou_banking,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/Il8YsixrUv #Banking #Hiring #CareerArc",68,Gulfgate Riverview / Pine Valley,0825,13,,0
tmj_hou_health,"Want to work at Houston Methodist? We're #hiring in #Houston, TX! Click for details: https://t.co/eHAgpz5iFJ #Healthcare #Job #Jobs",1,Fourth Ward,0825,13,,0
tmj_hou_sales,"Want to work in #Houston, TX? View our latest opening: https://t.co/VmdX0jZX4A #Sales #Job #Jobs #Hiring #CareerArc",88,Neartown - Montrose,0825,13,,0
MeliBlancoPR,En mi bio el link completo de la entrevista que hice para Noticiero Deportivo. Tengamos la… https://t.co/pNLXDR6aoW,25,Memorial,0825,13,,0
MeliBlancoPR,En mi bio el link completo de la entrevista que hice para Noticiero Deportivo. Tengamos la… https://t.co/pNLXDR6aoW,2,Greater Uptown,0825,13,,0
tmj_hou_constru,"This #job might be a great fit for you: Assistant Crane Service Technician - https://t.co/R4e6bjArKG #Construction #Houston, TX #Hiring",21,Greenway / Upper Kirby Area,0825,13,service,1
YongYiHuang,#harvey2017 #houston #riceuniversity @ Rice Graduate Apartments https://t.co/88zv1cIpF8,88,Neartown - Montrose,0825,13,,0
tmj_hou_mgmt,"Want to work at Rice University? We're #hiring in #Houston, TX! Click for details: https://t.co/i8c42f8Eez #BusinessMgmt #Job #Jobs",8,Northshore,0825,13,,0
BCMHoustonJobs,"Want to work in #Houston, TX? View our latest opening: https://t.co/pJEmvM063u #MedicalAssistant #PatientCare #Job #Jobs #Hiring",30,Downtown,0825,13,,0
GoMcShowcase,"Just posted a video @ Alief, Houston https://t.co/3EgO2euzuH",88,Neartown - Montrose,0825,13,,0
tmj_hou_jobs,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/horKHO2soI #Hiring",1,Fourth Ward,0825,13,,0
tmj_hou_edu,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/lwC8UJjIaV #Education #Hiring #CareerArc",46,Central Northwest,0825,13,,0
tmj_hou_eng,"Want to work at Burns & McDonnell? We're #hiring in #Houston, TX! Click for details: https://t.co/mJeMi0svCi #Engineering #Job #Jobs",2,Greater Uptown,0825,13,,0
tmj_hou_nursing,"Want to work at Houston Methodist? We're #hiring in #Houston, TX! Click for details: https://t.co/kdSSb2CJ6K #Nursing #Job #Jobs",1,Fourth Ward,0825,13,,0
tmj_HOU_schn,"Want to work at CHI? We're #hiring in #Houston, TX! Click for details: https://t.co/Biwx96DImx #SupplyChain #Job #Jobs #CareerArc",30,Downtown,0825,13,,0
SperryCareers,"Want to work in #Houston, TX? View our latest opening: https://t.co/FrczR47fh8 #stepintoourshoes #Retail #Job #Jobs #Hiring",30,Downtown,0825,13,,0
tmj_hou_retail,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/JYLIuryn7P #Retail #Hiring #CareerArc",1,Fourth Ward,0825,13,,0
TotalTrafficHOU,"Accident blocks a left lane and a right lane in #SeSide on 610 E Lp NB at The Port Of Houston, stop and go traffic back to The 45 Gulf Fwy",30,Downtown,0825,13,,0
tmj_hou_jobs,"Can you recommend anyone for this #job? Tax Sr. - Corporate - https://t.co/523kKqb32b #Houston, TX #Hiring #CareerArc",6,Washington Avenue Coalition / Memorial Park,0825,13,,0
chrisloring,Making my own entertainment. @ George Bush Intercontinental Airport https://t.co/YzUh86B415,30,Downtown,0825,13,,0
tmj_hou_edu,We're #hiring! Read about our latest #job opening here: Assistant Professor of Political Science - https://t.co/ruG7bbdHhs #Education,1,Fourth Ward,0825,13,,0
karlbaughman,"It's coming! #hurricane #harvey #texas @ Houston, Texas https://t.co/hrIGewvhcV",36,Lazy Brook / Timbergrove,0825,14,,0
mydesigners123,#toryburch #crossbodybag #blackleather $199 up to 2 monthly payments available @ D Luxury Exchange https://t.co/ooZYhArqeQ,66,Brays Oaks,0825,14,,0
EProd_Careers,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/f7fAdvWQ1e #veterans #energy #Engineering #Hiring",30,Downtown,0825,14,,0
tmj_hou_retail,"We're #hiring! Read about our latest #job opening here: Divisional Merchandising Manager - https://t.co/BoTcff1A9u #Retail #Houston, TX",51,Eastex - Jensen Area,0825,14,,0
tmj_hou_mgmt,"We're #hiring! Read about our latest #job opening here: General Manager - https://t.co/DNdKTsjqQG #BusinessMgmt #Houston, TX",30,Downtown,0825,14,,0
_6Lama,"I'm at @Trulucks in Houston, TX w/ @engmrawi https://t.co/dZaX58saGj",66,Brays Oaks,0825,14,,0
tmj_hou_cstsrv,Can you recommend anyone for this #job? Sealy Texas Needs 1 Security Officer for Top Notch Client- 3 months... - https://t.co/vonr5UkeBs,15,Kingwood Area,0825,14,need,1
tmj_hou_sales,"We're #hiring! Click to apply: Sales Excellence Program Coordinator - https://t.co/gIFsDWVj7c #Sales #Houston, TX #Job #Jobs #CareerArc",30,Downtown,0825,14,,0
SWHTown30,Damm... He who makes the money makes the rules... https://t.co/9Rm9ShHM1i,50,South Main,0825,14,money,1
tmj_hou_nursing,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/rjwRIi78AM #Nursing #Hiring #CareerArc",30,Downtown,0825,14,,0
mdubbelboer,Get me outttttta here #harvey #houston @ George Bush… https://t.co/2blFIHTwoB,39,Northside Village,0825,14,,0
tmj_hou_retail,"This #job might be a great fit for you: Kroger Grocery/Stocking Hourly Associate - https://t.co/8UYg7NwqFV #Retail #Houston, TX #Hiring",39,Northside Village,0825,14,,0
janehowze,Getting out while I can. 38 flights cancelled but little rain at airport.And yes the pic... https://t.co/qUJ0c9tfbh https://t.co/MoK1tViSw1,39,Northside Village,0825,14,,0
TheBranchHTX,Hey folks! We opened early for a #HarveyHappyHour. Come have a drink and watch the rain with us.… https://t.co/yrFaL2GH99,14,Iah / Airport Area,0825,14,,0
tmj_hou_mgmt,"Can you recommend anyone for this #job? US IT PeopleSoft Developer with Fusion - https://t.co/RQb5zyJWVw #BusinessMgmt #Houston, TX",1,Fourth Ward,0825,14,,0
mydesigners123,#louisvuitton #denim #monogram $650 up to 6 monthly payments available @mydesigners123 @ D… https://t.co/GwGdkg0Byu,73,Clear Lake,0825,14,,0
tmj_hou_jobs,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/lOC96Roy7G #Hiring #CareerArc",30,Downtown,0825,14,,0
JoshuaWDelano,I wonder if She-Jack will shut up now.   Think so @michaelberrysho?… https://t.co/KMJSO9a3Rt,52,Medical Center Area,0825,14,,0
tmj_hou_it,"We're #hiring! Read about our latest #job opening here: Cyber Privacy Manager - https://t.co/jkbnKCjVtv #IT #Houston, TX #CareerArc",30,Downtown,0825,14,,0
tmj_hou_cler,"See our latest #Cypress, TX #job and click to apply: On-Site Manager - https://t.co/iqZn9oVAGN #Clerical #Hiring #CareerArc",1,Fourth Ward,0825,14,,0
retro_cat5,Just posted a photo @ Cyclone Production https://t.co/BtQ4fQi1S5,30,Downtown,0825,14,,0
tmj_hou_health,"Want to work in #Houston, TX? View our latest opening: https://t.co/tiunnB2X9X #Healthcare #Job #Jobs #Hiring #CareerArc",66,Brays Oaks,0825,14,,0
tmj_hou_finance,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/wCpzPGArAY #Finance #Hiring #CareerArc",66,Brays Oaks,0825,14,,0
JobsatVA,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/9eKWOkZxX9 #FacilitiesMgmt #Veterans #Hiring #CareerArc",30,Downtown,0825,14,,0
tmj_hou_jobs,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/VIdzzMfsAk #Hiring #CareerArc",30,Downtown,0825,14,,0
KandyDailey,The wind has picked up in the med center @ Texas Medical Center https://t.co/AbTEdNWi4N,74,South Park,0825,14,,0
tmj_hou_acct,Can you recommend anyone for this #job? Grants & Contracts Specialist/Sr. Grants & Contracts Specialist -... - https://t.co/LqxTIAWIhR,52,Medical Center Area,0825,14,,0
tmj_hou_cstsrv,"Want to work in #Houston, TX? View our latest opening: https://t.co/eV41sWbuJl #CustomerService #Veterans #Job #Jobs #Hiring",30,Downtown,0825,14,,0
that_girl_kjo,"told the world i would paint this town @ Houston, Texas https://t.co/SamOKn9OEG",30,Downtown,0825,14,,0
tmj_hou_adv,"This #job might be a great fit for you: Business Development Representative (BDR) - https://t.co/PnObcFzZMV #Marketing #Houston, TX",14,Iah / Airport Area,0825,14,,0
tmj_hou_health,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/rudNik29EJ #Healthcare #Hiring #CareerArc",1,Fourth Ward,0825,14,,0
tmj_hou_eng,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/wAh4MRvyO7 #Engineering #Hiring #CareerArc",1,Fourth Ward,0825,14,,0
tmj_HOU_schn,We're #hiring! Read about our latest #job opening here: Route Delivery Driver (Interview Blitz) - https://t.co/5eBozgBUOb #SupplyChain,2,Greater Uptown,0825,14,,0
TotalTrafficHOU,"Accident cleared in #SeSide on 610 E Lp NB at The Port Of Houston, stop and go traffic back to The 45 Gulf Fwy, delay of 9 mins #traffic",39,Northside Village,0825,14,,0
JayVeePea,"We believe we can fly! 🛫massive_87   Prayers up, be safe my Houston peeps 🙏🏽 @ George Bush… https://t.co/N8RhbrGYxS",73,Clear Lake,0825,14,safe,1
tmj_hou_mgmt,"Want to work in #Houston, Texas? View our latest opening: https://t.co/xpZyJJGBXk #BusinessMgmt #Job #Jobs #Hiring",30,Downtown,0825,14,,0
tmj_hou_nursing,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/HNGljZhviN #RN #Cardiology #Hiring",88,Neartown - Montrose,0825,14,,0
tmj_hou_edu,"We're #hiring! Read about our latest #job opening here: Teaching Assistant - https://t.co/87Sd4k0TCK #Education #Houston, TX #CareerArc",52,Medical Center Area,0825,14,,0
tmj_hou_sales,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/AvvDIQnq4M #Sales #Hiring",80,Greater Third Ward,0825,14,,0
tmj_hou_cstsrv,"Want to work at Starbucks? We're #hiring in #Houston, TX! Click for details: https://t.co/n9ICQWnNCQ #CustomerService #Veterans #Job #Jobs",30,Downtown,0825,14,,0
tmj_hou_labor,"Want to work at Kroger? We're #hiring in #Houston, TX! Click for details: https://t.co/dcGra8Y3vr #Labor #Job #Jobs #CareerArc",52,Medical Center Area,0825,14,,0
HollandDesigns1,No rest for the weary...time to run.  #whathurricane #whosharvey #hurricaneharvey #timetogrind… https://t.co/nOPeJ3ql80,52,Medical Center Area,0825,14,,0
FalaNation,"👋🏾🐞🐝 @ Westside, Houston, Texas https://t.co/v3gOwWC3Zx",83,Braeswood Place,0825,14,,0
tmj_hou_mgmt,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/5e6y6GOQNA #BusinessMgmt #Hiring",30,Downtown,0825,14,,0
tmj_hou_sales,"We're #hiring! Read about our latest #job opening here: TPS - Senior Sales Manager PGP - https://t.co/H66uW6c9Ic #Sales #Houston, TX",30,Downtown,0825,14,,0
tmj_hou_cosmo,"This #job might be a great fit for you: Beauty Advisor - https://t.co/fDkYZSsMvX #Cosmetology #Webster, TX #Hiring",82,Spring Branch West,0825,14,,0
tmj_hou_edu,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/HAfShKJ7bW #Education #Hiring #CareerArc",62,Macgregor,0825,14,,0
JBsOutlawSaloon,F*FRIDAY's !!!  If you’re Ready to get WET N’ WILD the place to be is Johnny B’s !!  We’ll… https://t.co/jFWJrsDj6O,30,Downtown,0825,14,,0
tmj_hou_cler,"Can you recommend anyone for this #job? Student Worker (multiple positions) - https://t.co/ACdvNSPYR2 #Clerical #Houston, TX #Hiring",79,Lawndale / Wayside,0825,14,,0
EmpressRuthie,"I'm at 99 Ranch Market in Houston, TX https://t.co/Ba41QWHgIh",73,Clear Lake,0825,14,,0
tmj_hou_transp,"Want to work at Landstar? We're #hiring in #Houston, TX! Click for details: https://t.co/NLqLU0kaMM #Transportation #Job #Jobs #CareerArc",30,Downtown,0825,14,,0
tmj_hou_jobs,"We're #hiring! Read about our latest #job opening here: Network Engineer - https://t.co/3Jkuxt4Il0 #Houston, TX #CareerArc",30,Downtown,0825,14,,0
BCMHoustonJobs,"See our latest #Houston, TX #job and click to apply: HUB Coordinator - https://t.co/g3PlnLVnoq #Clerical #Hiring",21,Greenway / Upper Kirby Area,0825,14,,0
tmj_HOU_gensci,"Want to work in #Houston, TX? View our latest opening: https://t.co/jO9ZogWorU #lab #research #Job #Jobs #Hiring",21,Greenway / Upper Kirby Area,0825,14,,0
suzyschuh17,#harvey you asshole! I wanted to take my parents to @coldplay… https://t.co/s13dsra3go,30,Downtown,0825,14,,0
_ClutchCity,That looks like the cover for NBA Live '95,30,Downtown,0825,14,,0
tmj_hou_banking,"Interested in a #job in #Kingwood, TX? This could be a great fit: https://t.co/vbQN9EzTbx #Banking #Hiring #CareerArc",88,Neartown - Montrose,0825,14,,0
RICOstudios,"""The Inspired"" Stoked to help share the stories of @gonzo247, @mcaphoto and @theurbanesavant as… https://t.co/SKdihMsCvD",59,Fairbanks / Northwest Crossing,0825,14,help,1
BaddBitchHTown,Best Producer I know! I hope y'all ready! 😍😍 #ILoveYou Single Coming Soon.. @ Bottzworld Studios https://t.co/6UI7yE2rJO,6,Washington Avenue Coalition / Memorial Park,0825,14,,0
tmj_hou_retail,"Want to work at Kroger? We're #hiring in #Houston, TX! Click for details: https://t.co/aHjQgUsHZ8 #Retail #Job #Jobs #CareerArc",30,Downtown,0825,14,,0
tmj_hou_mgmt,"Can you recommend anyone for this #job? Deputy Assistant Director - https://t.co/KWH75lNKY1 #BusinessMgmt #Houston, TX #Hiring #CareerArc",30,Downtown,0825,14,,0
tmj_hou_cstsrv,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/Yh05qZFy23 #CustomerService #Veterans #Hiring",62,Macgregor,0825,14,,0
tmj_hou_edu,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/J4lMRhmjaG #Education #Hiring #CareerArc",21,Greenway / Upper Kirby Area,0825,14,,0
ComericaJobs,"This #job might be a great fit for you: Bank Teller San Felipe - https://t.co/kd1WjHCN7y #Banking #Houston, TX #Hiring",30,Downtown,0825,14,,0
tmj_hou_labor,"Can you recommend anyone for this #job in #Humble, TX? https://t.co/6JJ4LbKSVr #Labor #Hiring",30,Downtown,0825,14,,0
tmj_hou_cler,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/5JLYqB5Kxj #Clerical #Hiring",1,Fourth Ward,0825,14,,0
misspralexander,"I'm at McDonald's in Houston, TX https://t.co/tDh5No0eu9",88,Neartown - Montrose,0825,14,,0
tmj_hou_mgmt,"This #job might be a great fit for you: Senior Sponsored Programs Analyst - https://t.co/8FpScjAGYn #BusinessMgmt #Houston, TX #Hiring",1,Fourth Ward,0825,14,,0
tmj_hou_cstsrv,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/GtMjPnPcyJ #CustomerService #Veterans #Hiring",30,Downtown,0825,14,,0
EqualityPrius,Fill your tank they said. Prep for #HurricaneHarvey they said. Well I moved our 2nd car a block… https://t.co/9MhBGHQcR4,78,University Place,0825,14,car tank,2
WinkWestwood,"Crying @ this RT @JustCourtnei: ""Do not have southpark shawty out in this rain shooting videos"" 😂😂😂😂😂😂😂😂😂 https://t.co/v7HsEU90N8",30,Downtown,0825,14,,0
tmj_HOU_adm,"This #job might be a great fit for you: Senior Help Desk Specialist - https://t.co/G3Q5rFXP92 #IT #Houston, TX #Hiring #CareerArc",30,Downtown,0825,14,help,1
foodbystan,"Due to possible flooding, we will be closing early and through the weekend. Be careful,… https://t.co/j02fXDEHCB",21,Greenway / Upper Kirby Area,0825,14,,0
thedijitaldj,#BHAwards: #BestPhotographer @BobbyJ713 &  owner @bobbyj713 will be providing #live… https://t.co/Ut8SGbunOe,52,Medical Center Area,0825,14,,0
tmj_hou_health,"If you're looking for work in #Humble, TX, check out this #job: https://t.co/KunrNHG1BH #Healthcare #Hiring",1,Fourth Ward,0825,14,,0
tmj_hou_it,"This #job might be a great fit for you: Cloud Infrastructure Architect - https://t.co/Rbnm0oCrs1 #IT #Houston, TX #Hiring #CareerArc",73,Clear Lake,0825,14,,0
tmj_hou_sales,"We're #hiring! Click to apply: Integrated Systems Sales - https://t.co/WB2O5siWMp #Sales #Houston, TX #Job #Jobs",36,Lazy Brook / Timbergrove,0825,14,,0
lglrealty,Current mood 🌬 #harvey #hurricane #thisishouston #heb @ H-E-B Grocery https://t.co/9pTHlZBqbm,2,Greater Uptown,0825,14,grocery,1
TotalTrafficHOU,Accident blocks 2 left lanes and a right shoulder. in #EastSide on Hwy 225 laporte Fwy Outbound at Goodyear #traffic https://t.co/vuUN2yElDh,52,Medical Center Area,0825,14,,0
tmj_hou_nursing,"This #job might be a great fit for you: Case Manager - https://t.co/BXRgmzIYER #Nursing #Houston, TX #Hiring #CareerArc",30,Downtown,0825,14,,0
tmj_hou_finance,"Want to work in #Houston, TX? View our latest opening: https://t.co/BGBcbPimeT #Finance #Job #Jobs #Hiring #CareerArc",13,Greater Greenspoint,0825,14,,0
tmj_hou_itpm,"Can you recommend anyone for this #job? ICG Technology, Summer Analyst (North America) - https://t.co/oe9gh2vnRI #CitiCareers #ProjectMgmt",1,Fourth Ward,0825,14,,0
tmj_hou_transp,"Want to work in #Houston, TX? View our latest opening: https://t.co/YYtXPopt0z #Transportation #Job #Jobs #Hiring #CareerArc",30,Downtown,0825,14,,0
KaboomBooks,Next few days! #harvey #flooding #hurrican #Fema #worstofday #wotd @ Kaboom Books https://t.co/Xvz18l2dkz,68,Gulfgate Riverview / Pine Valley,0825,14,,0
trav__a,Drinking a Piety by @nolabrewing at @jhenrysdraught — https://t.co/FTQPZg9ov5 #photo,30,Downtown,0825,14,,0
BARC_Houston,We want to send out a huge thank you to our many wonderful rescue partners and fosters who came… https://t.co/PIJtnaZUFI,30,Downtown,0825,14,rescue,1
audrey__k,Drinking a Stars At Night by @Platypusbrewing at @jhenrysdraught — https://t.co/PrjSstugLq #photo,75,Astrodome Area,0825,14,,0
ThePhi112,"I'm home!! (@ George Bush Intercontinental Airport in Houston, TX) https://t.co/FSoZ6XQsqV",30,Downtown,0825,14,home,1
tmj_hou_nursing,"Can you recommend anyone for this #job in #Humble, TX? https://t.co/YTtrqrQpMg #Nursing #Hiring",30,Downtown,0825,14,,0
tmj_HOU_secure,"Want to work in #Houston, TX? View our latest opening: https://t.co/EnFAG2MChN #security #Job #Jobs #Hiring #CareerArc",21,Greenway / Upper Kirby Area,0825,14,,0
tmj_hou_cstsrv,"Want to work at Starbucks? We're #hiring in #Houston, TX! Click for details: https://t.co/5mKK6rqkz9 #CustomerService #Veterans #Job #Jobs",68,Gulfgate Riverview / Pine Valley,0825,14,,0
WinkWestwood,@Chris_Morency @BSO @fanofsport4u bc they are. There's no reason as a black person in this country to disagree with Kaep on this,5,Eldridge / West Oaks,0825,14,,0
MisterRemix,So this feels relevant again. Thanks to @djrockwell505 for reminding me of my short lived… https://t.co/WbPREOhu3y,1,Fourth Ward,0825,14,,0
SABICCareers,"See our latest #Houston, TX #job and click to apply: Senior Business Counsel & Manager - https://t.co/MPpZVhupox #Legal #Veterans #Hiring",1,Fourth Ward,0825,14,,0
Amaaannnn,"I'm at Chama Gaúcha Brazilian Steakhouse - Houston - @chamagauchahou in Houston, TX https://t.co/EaCPzB9phw",52,Medical Center Area,0825,14,,0
tmj_hou_sales,"Want to work at Emerson? We're #hiring in #Houston, TX! Click for details: https://t.co/7tRHFf5rWa #Sales #Job #Jobs #CareerArc",6,Washington Avenue Coalition / Memorial Park,0825,15,,0
tmj_hou_nursing,"We're #hiring! Click to apply: Case Manager - https://t.co/osrCYVk7wa #RN #Nurse #CaseMgmt #Houston, TX #Job #Jobs",1,Fourth Ward,0825,15,,0
tmj_hou_cler,"Want to work at Penske Truck Leasing? We're #hiring in #Houston, TX! Click for details: https://t.co/kXbQ7g17Wn #gopenskecareers #Clerical",30,Downtown,0825,15,truck,1
piinkyzWorld,I hope we survive 🤣 girls #survival list 🙈 #maruchan is gone 😩😩 #Harvey #prepare #family first😊… https://t.co/ZwBT6uPIfe,1,Fourth Ward,0825,15,,0
EProd_Careers,"See our latest #Houston, TX #job and click to apply: Project Manager, Senior Pipeline Integrity - https://t.co/Z8vp6M0lCT #energy #Hiring",30,Downtown,0825,15,,0
LabattFoodJobs,"Join the Labatt Food Service team! See our latest #job opening here: https://t.co/Whigvw6zzs #Labor #Houston, TX #Hiring",85,Magnolia Park,0825,15,food service,2
tmj_hou_vets,"If you're looking for work in #Houston, Tx, check out this #job: https://t.co/JSoV1zH0Oj #Labor #Veterans #Hiring #CareerArc",30,Downtown,0825,15,,0
beckmasten,Do YOU need a BIG TRUCK to TACKLE the ⛈💦RAIN or 🌪Hurricane HARVEY⁉️ We have what you need for… https://t.co/AfYGIWE7Xo,21,Greenway / Upper Kirby Area,0825,15,need truck,2
tmj_hou_retail,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/Lx0KR7LzMm #Retail #Hiring #CareerArc",52,Medical Center Area,0825,15,,0
BarriMedia,BREAKING: Hurricane #Harvey now a major Category 3 hurricane; 120 mph winds; just off south… https://t.co/V1cfEI7iw9,1,Fourth Ward,0825,15,,0
wainwj1,#donovanpark #heights #houston #texas 🇺🇸 @ Donovan Park https://t.co/Cw7A5egOK0,21,Greenway / Upper Kirby Area,0825,15,,0
tmj_hou_adv,"See our latest #Houston, TX #job and click to apply: Marketing Specialist - https://t.co/86j6oTjzqV #Marketing #Hiring #CareerArc",1,Fourth Ward,0825,15,,0
lglrealty,Always cool to spot a #delorean in some obscure metropolitan #garage 👀 #americanauto… https://t.co/g5f20vwwJt,52,Medical Center Area,0825,15,,0
TrinitiWine,Exploring Slovenian orange wine with the indomitable Thomas Moësse. These beauties are a world… https://t.co/ZoNrTFO9qs,30,Downtown,0825,15,wine,1
tmj_hou_nursing,"Can you recommend anyone for this #job? Charge Nurse (RN) CVCU Nights - https://t.co/hXs8pXvxom #Nursing #Houston, TX #Hiring #CareerArc",62,Macgregor,0825,15,nurse,1
BarLouie_Jobs,"Join the Bar Louie team! See our latest #job opening here: https://t.co/5Ig9zQk02Z #BarLouiejobs #Host #Friendswood, TX #Hiring #CareerArc",52,Medical Center Area,0825,15,,0
tmj_hou_sales,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/9hLHptVOYj #Sales #Hiring",30,Downtown,0825,15,,0
belvedereuptown,#belvefridays tonight #belvedere #uptownpark #houston #texas #tonight #friday #bottles… https://t.co/14gN3nVRYS,37,Greater Heights,0825,15,,0
GarcesLisa,"Daddy is here to keep the storm away!  #lovemydad @ Third Ward, Houston https://t.co/NtLUgWMFjR",61,Westwood,0825,15,,0
tmj_hou_finance,"Can you recommend anyone for this #job? Sr Billing Representative - https://t.co/2GoXCTU0ow #Finance #Houston, TX #Hiring #CareerArc",37,Greater Heights,0825,15,,0
iamkingkendrick,Preparing for Hurricane Harvey two faced ass. @ Tiger Liquor https://t.co/tReWTHVTfR,21,Greenway / Upper Kirby Area,0825,15,,0
tmj_hou_acct,"This #job might be a great fit for you: Controller - https://t.co/bfXKwSAjGe #Accounting #Houston, TX #Hiring #CareerArc",1,Fourth Ward,0825,15,,0
JGx07,Also a malt bomb. WTF. - Drinking a MECHA by @nolabrewing @ Greater Heights  — https://t.co/dBaEgh3H5L,52,Medical Center Area,0825,15,,0
tmj_hou_transp,"Interested in a #job in #Houston, TX? This could be a great fit: #hiring #career https://t.co/paz2RUTGDE",30,Downtown,0825,15,,0
